# Document parsed from: Master_List_for_Atlas_Copco-2.xlsx

## Page 1

|Basic Material|Changed By|Business Partner|Organizational Unit|Changed on|Company Created|Created by|Created on|Desc. in English (as of 11.2025)|Old description|Ext. Matl Group|Material group|Material type||Purchasing document|Purchase doc Item|Purchasing org.||Size/Dimension|Vendor||Material|Counter of PO|Counter of Material|PO Value|PO Quantity|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|04/14/2025|Atlas Copco Comptec LLC|TBI-MANDAN|03/20/2025|SEAL, WASHER|#|#|SEAL,|ZRH8|Purchased finished|45824940|10|US02|Comptec|#6, SS/SILICONE RUBBER|1100002491|STERLING SEAL & SUPPLY INC.|1314212554|1|1|$ 48.80|10 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|04/14/2025|Atlas Copco Comptec LLC|TBI-MANDAN|03/20/2025|SEAL, WASHER|#|#|SEAL,|ZRH8|Purchased finished|45824940|20|US02|Comptec|#6, SS/SILICONE RUBBER|1100002491|STERLING SEAL & SUPPLY INC.|1314212554|1|1|$ 48.80|10 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|04/14/2025|Atlas Copco Comptec LLC|TBI-MANDAN|03/20/2025|SEAL, WASHER|#|#|SEAL,|ZRH8|Purchased finished|45826925|10|US02|Comptec|#6, SS/SILICONE RUBBER|1100002491|STERLING SEAL & SUPPLY INC.|1314212554|1|1|$ 78.08|16 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|04/14/2025|Atlas Copco Comptec LLC|TBI-MANDAN|03/20/2025|SEAL, WASHER|#|#|SEAL,|ZRH8|Purchased finished|45838231|10|US02|Comptec|#6, SS/SILICONE RUBBER|1100002491|STERLING SEAL & SUPPLY INC.|1314212554|1|1|$ 976.00|200 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/12/2025|CROSS RECESS PAN HEAD SCREW|#|#|CROSS RECESS PAN HEAD SCREW|ZRH8|Purchased finished|45832727|10|US02|Comptec|10-32 X .31|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314216751|1|1|$ 0.16|2 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/12/2025|CROSS RECESS PAN HEAD SCREW|#|#|CROSS RECESS PAN HEAD SCREW|ZRH8|Purchased finished|45832835|10|US02|Comptec|2-56 X .31|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314216752|1|1|$ 0.30|10 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/12/2025|CROSS RECESS PAN HEAD SCREW|#|#|CROSS RECESS PAN HEAD SCREW|ZRH8|Purchased finished|45833458|10|US02|Comptec|10-32 X .31|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314216751|1|1|$ 0.16|2 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/12/2025|CROSS RECESS PAN HEAD SCREW|#|#|CROSS RECESS PAN HEAD SCREW|ZRH8|Purchased finished|45833458|20|US02|Comptec|2-56 X .31|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314216752|1|1|$ 0.30|10 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|09/26/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/07/2025|HEXAGON HEAD SCREW / BOLT|#|#|HEXAGON HEAD SCREW / BOLT|ZRH8|Purchased finished|45835903|20|US02|Comptec|1/4-20 X 2.50|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314216313|1|1|$ 1.80|6 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|10/14/2025|Atlas Copco Comptec LLC|TBI-WILTRIS|10/13/2025|STUD BOLT|#|#|STUD BOLT|ZRH8|Purchased finished|45833660|70|US02|Comptec|1-1/4-7 X 6.00" LG|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314217842|1|1|$ 36.00|1 PC|
|18-8 SS|GAP-ENOVIA|Not assigned|Not assigned|10/14/2025|Atlas Copco Comptec LLC|TBI-WILTRIS|10/13/2025|STUD BOLT|#|#|STUD BOLT|ZRH8|Purchased finished|45833660|80|US02|Comptec|1-1/4-7 X 6.00" LG|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314217842|1|1|$ 36.00|1 PC|
|18-8 SS|TBI-WIEPAUL|Not assigned|Not assigned|06/17/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/04/2025|HEXAGON HEAD SCREW / BOLT|#|#|HEXAGON HEAD SCREW / BOLT|ZRH8|Purchased finished|45826139|10|US02|Comptec|1/4-20 X .375|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314214744|1|1|$ 0.22|2 PC|
|18-8 SS|TBI-WIEPAUL|Not assigned|Not assigned|06/17/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/04/2025|HEXAGON HEAD SCREW / BOLT|#|#|HEXAGON HEAD SCREW / BOLT|ZRH8|Purchased finished|45826139|20|US02|Comptec|1/4-20 X .375|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314214744|1|1|$ 0.22|2 PC|
|18-8 SS|TBI-WIEPAUL|Not assigned|Not assigned|06/17/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/04/2025|SPRING NUT|#|#|SPRING NUT|ZRH8|Purchased finished|45826139|220|US02|Comptec|T-NUT 1/4-20|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314214743|1|1|$ 1.92|2 PC|
|18-8 SS|TBI-WIEPAUL|Not assigned|Not assigned|06/17/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/04/2025|SPRING NUT|#|#|SPRING NUT|ZRH8|Purchased finished|45826139|230|US02|Comptec|T-NUT 1/4-20|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314214743|1|1|$ 1.92|2 PC|
|18-8SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/15/2025|HEXAGON NUT|#|#|HEXAGON NUT|ZRH8|Purchased finished|45827858|150|US02|Comptec|JAM 1-1/8-12|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314215656|1|1|$ 9.54|1 PC|
|18-8SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/15/2025|HEXAGON NUT|#|#|HEXAGON NUT|ZRH8|Purchased finished|45827858|160|US02|Comptec|JAM 1-1/8-12|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314215656|1|1|$ 9.54|1 PC|
|300 SS|ENG-BATCH|Not assigned|Not assigned|10/08/2025|Atlas Copco Comptec LLC|TBI-MORJACO|10/07/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45832941|10|US02|Comptec|24.50L X 4.50W|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217751|1|1|$ 2,515.32|4 PC|
|300 SS|ENG-BATCH|Not assigned|Not assigned|10/08/2025|Atlas Copco Comptec LLC|TBI-MORJACO|10/07/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45832941|20|US02|Comptec|24.50L X 4.50W|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217751|1|1|$ 2,515.32|4 PC|
|300 SS|ENG-BATCH|Not assigned|Not assigned|10/08/2025|Atlas Copco Comptec LLC|TBI-MORJACO|10/07/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45834217|10|US02|Comptec|24.50L X 4.50W|1100006832|Payton Machine & Supply Inc|1314217751|1|1|$ 2,652.84|4 PC|
|300 SS|ENG-BATCH|Not assigned|Not assigned|10/08/2025|Atlas Copco Comptec LLC|TBI-MORJACO|10/07/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45834217|20|US02|Comptec|24.50L X 4.50W|1100006832|Payton Machine & Supply Inc|1314217751|1|1|$ 2,652.84|4 PC|
|300 SS|GAP-ENOVIA|Not assigned|Not assigned|11/11/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|04/03/2025|DRIVER SHIM|#|#|DRIVER SHIM|ZRH8|Purchased finished|45820163|10|US02|Comptec|WEG FRAME 444/5TS|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314212809|1|1|$ 300.74|1 PC|
|300 SS|GAP-ENOVIA|Not assigned|Not assigned|11/11/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|04/03/2025|DRIVER SHIM|#|#|DRIVER SHIM|ZRH8|Purchased finished|45820163|20|US02|Comptec|WEG FRAME 444/5TS|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314212809|1|1|$ 300.74|1 PC|
|300 SS|GAP-ENOVIA|Not assigned|Not assigned|11/11/2025|Atlas Copco Comptec LLC|TBI-MAHMICH|04/03/2025|DRIVER SHIM|#|#|DRIVER SHIM|ZRH8|Purchased finished|45820163|30|US02|Comptec|WEG FRAME 444/5TS|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314212809|1|1|$ 300.74|1 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|07/29/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/06/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45825687|10|US02|Comptec|BOLLFILTER BFD 110|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314214755|1|1|$ 178.74|2 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|07/29/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|07/23/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45825678|10|US02|Comptec|T.1742 PROCESS COOLER|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314215794|1|1|$ 436.68|2 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|08/26/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/14/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45828613|10|US02|Comptec|T.1743 OIL COOLER|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314216827|1|1|$ 234.74|2 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/12/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45829623|20|US02|Comptec|T.1742/1743 INSTRUMENT RACK|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314216753|1|1|$ 231.76|2 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/12/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45832471|10|US02|Comptec|T.1742/1743 INSTRUMENT RACK|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314216753|1|1|$ 231.76|2 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45829623|10|US02|Comptec|FOUNDATION 20.50" X 10.50"|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217050|1|1|$ 1,405.56|2 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45829623|30|US02|Comptec|FOUNDATION 8.50" X 10.50"|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217049|1|1|$ 1,926.90|10 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|09/04/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45829623|40|US02|Comptec|FOUNDATION 8.50" X 10.50"|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217049|1|1|$ 2,697.66|14 PC|
|300 SS|TBI-WELANTH|Not assigned|Not assigned|09/25/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/11/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45832471|20|US02|Comptec|BOLLFILTER BFD 180|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314214991|1|1|$ 218.52|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|04/22/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|03/27/2025|STRAINER, PROCESS|#|#|STRAINER,|ZRH8|Purchased finished|45816016|10|US02|Comptec|8"-900#, 406907 LB/HR, PBL-1500|1100001898|MACK IRON WORKS COMPANY|1314212669|1|1|$ 9,724.00|4 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|04/22/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|03/27/2025|STRAINER, PROCESS|#|#|STRAINER,|ZRH8|Purchased finished|45833824|20|US02|Comptec|8"-900#, 406907 LB/HR, PBL-1500|1100001898|MACK IRON WORKS COMPANY|1314212669|1|1|$ 7,293.00|3 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|05/14/2025|Atlas Copco Comptec LLC|TBI-TAYMATT|05/12/2025|NUT, LOCK|#|#|NUT,|ZRH8|Purchased finished|45818162|30|US02|Comptec|1/4"-20 CHANNEL NUT W/STD SPRING|1100002538|REXEL USA, INC DBA Gexpro|1314213805|1|1|$ 136.50|50 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|05/14/2025|Atlas Copco Comptec LLC|TBI-TAYMATT|05/12/2025|NUT, LOCK|#|#|NUT,|ZRH8|Purchased finished|45818162|40|US02|Comptec|1/4"-20 CHANNEL NUT W/STD SPRING|1100002538|REXEL USA, INC DBA Gexpro|1314213805|1|1|$ 136.50|50 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|05/14/2025|Atlas Copco Comptec LLC|TBI-TAYMATT|05/13/2025|STRUCTURAL, CHANNEL|#|#|STRUCTURAL,|ZRH8|Purchased finished|45818162|10|US02|Comptec|1 5⁄8" X 1 5⁄8" X 12GA SLOTTED|1100002538|REXEL USA, INC DBA Gexpro|1314213814|1|1|$ 435.00|30.00 FT|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|05/14/2025|Atlas Copco Comptec LLC|TBI-TAYMATT|05/13/2025|STRUCTURAL, CHANNEL|#|#|STRUCTURAL,|ZRH8|Purchased finished|45818162|20|US02|Comptec|1 5⁄8" X 1 5⁄8" X 12GA SLOTTED|1100002538|REXEL USA, INC DBA Gexpro|1314213814|1|1|$ 435.00|30.00 FT|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/09/2025|Atlas Copco Comptec LLC|TBI-MADPATR|05/22/2025|NAMEPLATE SPEC|#|#|NAMEPLATE|ZRH8|Purchased finished|45826114|10|US02|Comptec|CORE / GBOX 1998 (POLISH)|1100002155|Roemer Industries, LLC|1314213957|1|1|$ 518.50|10 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/16/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|04/25/2025|ENCLOSURE ACCESSORY|#|#|ENCLOSURE|ZHB3|Part made in-house|45818292|10|US02|Comptec|HEATER GUARD 8.00" X 4.75"|1100002538|REXEL USA, INC DBA Gexpro|1314213628|1|1|$ 0.00|0 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/16/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|04/25/2025|ENCLOSURE ACCESSORY|#|#|ENCLOSURE|ZHB3|Part made in-house|45818292|20|US02|Comptec|HEATER GUARD 8.00" X 4.75"|1100002538|REXEL USA, INC DBA Gexpro|1314213628|1|1|$ 0.00|0 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/16/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|04/25/2025|ENCLOSURE ACCESSORY|#|#|ENCLOSURE|ZHB3|Part made in-house|45818292|30|US02|Comptec|HEATER GUARD 8.00" X 4.75"|1100002538|REXEL USA, INC DBA Gexpro|1314213628|1|1|$ 0.00|0 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/16/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|04/25/2025|ENCLOSURE ACCESSORY|#|#|ENCLOSURE|ZHB3|Part made in-house|45819259|10|US02|Comptec|HEATER GUARD 8.00" X 4.75"|1100002304|FALSO INDUSTRIES|1314213628|1|1|$ 330.00|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/16/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|04/25/2025|ENCLOSURE ACCESSORY|#|#|ENCLOSURE|ZHB3|Part made in-house|45819259|20|US02|Comptec|HEATER GUARD 8.00" X 4.75"|1100002304|FALSO INDUSTRIES|1314213628|1|1|$ 330.00|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|06/16/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|04/25/2025|ENCLOSURE ACCESSORY|#|#|ENCLOSURE|ZHB3|Part made in-house|45819259|30|US02|Comptec|HEATER GUARD 8.00" X 4.75"|1100002304|FALSO INDUSTRIES|1314213628|1|1|$ 330.00|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|07/18/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|07/16/2025|SPIRAL WOUND GASKET|#|#|SPIRAL WOUND GASKET|ZRH8|Purchased finished|45825518|10|US02|Comptec|8"-150# CGI 304/FLEXI/304|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314215666|1|1|$ 64.92|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|07/18/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|07/16/2025|SPIRAL WOUND GASKET|#|#|SPIRAL WOUND GASKET|ZRH8|Purchased finished|45825518|20|US02|Comptec|8"-150# CGI 304/FLEXI/304|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314215666|1|1|$ 32.46|1 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|07/29/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|07/22/2025|SPIRAL WOUND GASKET|#|#|SPIRAL WOUND GASKET|ZRH8|Purchased finished|45825677|10|US02|Comptec|10"-600# CGI 304/FLEXI/304|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314215779|1|1|$ 103.52|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|08/22/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/19/2025|OIL HEATER|#|#|OIL HEATER|ZRH8|Purchased finished|45820120|50|US02|Comptec|16KW 575V 3PH 50/60HZ FLG CSA|1100003096|EXHEAT INDUSTRIAL LTD|1314216917|1|1|$ 8,330.00|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|09/03/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|09/02/2025|U BOLT|#|#|U BOLT|ZRH8|Purchased finished|45830471|10|US02|Comptec|1-1/2" PIPE 3/8-16 FIG 137SS|1100006523|Piping Technology & Products, Inc|1314217160|1|1|$ 0.00|0 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|09/03/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|09/02/2025|U BOLT|#|#|U BOLT|ZRH8|Purchased finished|45830821|10|US02|Comptec|1-1/2" PIPE 3/8-16 FIG 137SS|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314217160|1|1|$ 5.28|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|09/03/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/28/2025|OIL HEATER|#|#|OIL HEATER|ZRH8|Purchased finished|45820120|60|US02|Comptec|16KW 575V 3PH 50/60HZ FLG CSA|1100003096|EXHEAT INDUSTRIAL LTD|1314217137|1|1|$ 8,330.00|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|09/25/2025|Atlas Copco Comptec LLC|TBI-NAUDAVI|09/22/2025|PIPE ASSEMBLY|#|#|PIPE ASSEMBLY|ZHB1|Assembly made in-house|45834343|20|US02|Comptec|REPAIR-1522-MAIN PUMP DISCHARGE|1100002617|CATALANO'S WELDING AND CONS.|1314217474|1|1|$ 865.00|1 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|10/14/2025|Atlas Copco Comptec LLC|TBI-MORJACO|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45834337|10|US02|Comptec|1740 FRONT MOTOR FEET|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217042|1|1|$ 337.98|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|10/14/2025|Atlas Copco Comptec LLC|TBI-MORJACO|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45834337|20|US02|Comptec|1740 SECOND MOTOR FOOT|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217043|1|1|$ 337.98|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|10/14/2025|Atlas Copco Comptec LLC|TBI-MORJACO|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45834337|30|US02|Comptec|1740 THIRD MOTOR FOOT|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217044|1|1|$ 337.98|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|10/14/2025|Atlas Copco Comptec LLC|TBI-MORJACO|08/26/2025|SHIM SET|#|#|SHIM SET|ZHB1|Assembly made in-house|45834337|40|US02|Comptec|1740 REAR MOTOR FOOT|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314217045|1|1|$ 337.98|2 PC|
|304 SS|GAP-ENOVIA|Not assigned|Not assigned|11/20/2025|Atlas Copco Comptec LLC|TBI-DEVCONN|11/19/2025|HOSE CLAMP|#|#|HOSE CLAMP|ZRH8|Purchased finished|45837820|10|US02|Comptec|32-50MM DIA X 9MM WIDTH|1100001964|MC MASTER-CARR SUPPLY COMPANY|1314219657|1|1|$ 20.86|1 PC|
|304 SS|TBI-WELANTH|Not assigned|Not assigned|06/10/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|03/31/2025|PIPE ASSEMBLY|#|#|PIPE|ZHB1|Assembly made in-house|45822182|110|US02|Comptec|FILTER DISCHARGE|1100002617|CATALANO'S WELDING AND CONS.|1314212723|1|1|$ 1,265.00|1 PC|
|304 SS|TBI-WELANTH|Not assigned|Not assigned|06/10/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|05/28/2025|PIPE ASSEMBLY|#|#|PIPE|ZHB1|Assembly made in-house|45822182|120|US02|Comptec|GEARBOX FEED|1100002617|CATALANO'S WELDING AND CONS.|1314214664|1|1|$ 1,735.00|1 PC|
|304 SS|TBI-WELANTH|Not assigned|Not assigned|07/01/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|03/31/2025|PIPE ASSEMBLY|#|#|PIPE|ZHB1|Assembly made in-house|45824982|100|US02|Comptec|FILTER DISCHARGE|1100002617|CATALANO'S WELDING AND CONS.|1314212712|1|1|$ 1,560.00|1 PC|
|304 SS|TBI-WELANTH|Not assigned|Not assigned|07/01/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|05/28/2025|PIPE ASSEMBLY|#|#|PIPE|ZHB1|Assembly made in-house|45824982|110|US02|Comptec|GEARBOX FEED|1100002617|CATALANO'S WELDING AND CONS.|1314214660|1|1|$ 2,065.00|1 PC|
|304 SS|TBI-WELANTH|Not assigned|Not assigned|09/11/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/04/2025|MOUNTING PLATE / PAD|#|#|MOUNTING PLATE / PAD|ZHB3|Part made in-house|45830698|30|US02|Comptec|WIKA BNA OIL LEVEL TAG MOUNT|1100002006|ATLANTIS EQUIPMENT CORPORATION|1314214742|1|1|$ 375.00|1 PC|
|304 SS|TBI-WELANTH|Not assigned|Not assigned|09/11/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|06/04/2025|MOUNTING PLATE / PAD|#|#|MOUNTING PLATE / PAD|ZHB3|Part made in-house|45832634|10|US02|Comptec|WIKA BNA OIL LEVEL TAG MOUNT|1100002006|ATLANTIS EQUIPMENT CORPORATION|1314214742|1|1|$ 375.00|1 PC|
|304 SS A276 OR|GAP-ENOVIA|Not assigned|Not assigned|10/06/2025|Atlas Copco Comptec LLC|TBI-SNYROSS|08/13/2025|ORIFICE PLATE|#|#|ORIFICE PLATE|ZRH8|Purchased finished|45831717|10|US02|Comptec|1" CL. 150 X 0.045" ID W/CRN|1100001898|MACK IRON WORKS COMPANY|1314216795|1|1|$ 1,776.00|6 PC|
|304 SS A276 OR|GAP-ENOVIA|Not assigned|Not assigned|10/06/2025|Atlas Copco Comptec LLC|TBI-SNYROSS|08/13/2025|ORIFICE PLATE|#|#|ORIFICE PLATE|ZRH8|Purchased finished|45832601|10|US02|Comptec|1" CL. 150 X 0.045" ID W/CRN|1100001898|MACK IRON WORKS COMPANY|1314216795|1|1|$ 2,072.00|7 PC|
|304 SS A276 OR|GAP-ENOVIA|Not assigned|Not assigned|10/06/2025|Atlas Copco Comptec LLC|TBI-SNYROSS|08/13/2025|ORIFICE PLATE|#|#|ORIFICE PLATE|ZRH8|Purchased finished|45832601|20|US02|Comptec|1" CL. 150 X 0.045" ID W/CRN|1100001898|MACK IRON WORKS COMPANY|1314216795|1|1|$ 296.00|1 PC|
|304 SS ASTM A2|GAP-ENOVIA|Not assigned|Not assigned|04/10/2025|Atlas Copco Comptec LLC|TBI-SCHETHA|02/11/2025|SHIM|#|#|SHIM|ZRH8|Purchased finished|45815067|10|US02|Comptec|PACK 105MM X 130MM, TPT SHELL|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314209658|1|1|$ 531.08|4 PC|
|304 SS ASTM A2|GAP-ENOVIA|Not assigned|Not assigned|04/10/2025|Atlas Copco Comptec LLC|TBI-SCHETHA|02/11/2025|SHIM|#|#|SHIM|ZRH8|Purchased finished|45815067|20|US02|Comptec|PACK 105MM X 130MM, TPT SHELL|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314209658|1|1|$ 531.08|4 PC|
|304 SS ASTM A2|GAP-ENOVIA|Not assigned|Not assigned|05/28/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|05/23/2025|SHIM|#|#|SHIM|ZHB3|Part made in-house|45820514|10|US02|Comptec|PACK 115MM BRG SHELL|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314214646|1|1|$ 232.20|2 PC|
|304 SS ASTM A2|GAP-ENOVIA|Not assigned|Not assigned|05/28/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|05/23/2025|SHIM|#|#|SHIM|ZHB3|Part made in-house|45820514|20|US02|Comptec|PACK 115MM BRG SHELL|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314214646|1|1|$ 232.20|2 PC|
|304 SS ASTM A2|GAP-ENOVIA|Not assigned|Not assigned|10/02/2025|Atlas Copco Comptec LLC|TBI-LARPAUL|07/24/2025|SHIM SET|#|#|SHIM SET|ZRH8|Purchased finished|45832723|10|US02|Comptec|PACK 185MM X 225MM, TPT SHELL|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314215799|1|1|$ 550.68|2 PC|
